"id","y"
1,6.46099290198365
2,6.46099290198365
3,6.46099290198365
4,6.46099290198365
5,6.46099290198365
6,6.46099290198365
7,6.46099290198365
8,6.46099290198365
9,6.46099290198365
10,6.46099290198365
11,6.46099290198365
12,6.46099290198365
13,6.46099290198365
14,6.46099290198365
15,6.46099290198365
16,6.46099290198365
17,6.46099290198365
18,6.46099290198365
19,6.46099290198365
20,6.46099290198365
21,6.46099290198365
22,6.46099290198365
23,6.46099290198365
24,6.46099290198365
25,6.46099290198365
26,6.46099290198365
27,6.46099290198365
28,6.46099290198365
29,6.46099290198365
30,6.46099290198365
31,6.46099290198365
32,6.46099290198365
33,6.46099290198365
34,6.46099290198365
35,6.46099290198365
36,6.46099290198365
37,6.46099290198365
38,6.46099290198365
39,6.46099290198365
40,6.46099290198365
41,6.46099290198365
42,6.46099290198365
43,6.46099290198365
44,6.46099290198365
45,6.46099290198365
46,6.46099290198365
47,6.46099290198365
48,6.46099290198365
49,6.46099290198365
50,6.46099290198365
51,6.46099290198365
52,6.46099290198365
53,6.46099290198365
54,6.46099290198365
55,6.46099290198365
56,6.46099290198365
57,6.46099290198365
58,6.46099290198365
59,6.46099290198365
60,6.46099290198365
61,6.46099290198365
62,6.46099290198365
63,6.46099290198365
64,6.46099290198365
65,6.46099290198365
66,6.46099290198365
67,6.46099290198365
68,6.46099290198365
69,6.46099290198365
70,6.46099290198365
71,6.46099290198365
72,6.46099290198365
73,6.46099290198365
74,6.46099290198365
75,6.46099290198365
76,6.46099290198365
77,6.46099290198365
78,6.46099290198365
79,6.46099290198365
80,6.46099290198365
81,6.46099290198365
82,6.46099290198365
83,6.46099290198365
84,6.46099290198365
85,6.46099290198365
86,6.46099290198365
87,6.46099290198365
88,6.46099290198365
89,6.46099290198365
90,6.46099290198365
91,6.46099290198365
92,6.46099290198365
93,6.46099290198365
94,6.46099290198365
95,6.46099290198365
96,6.46099290198365
97,6.46099290198365
98,6.46099290198365
99,6.46099290198365
100,6.46099290198365
101,6.46099290198365
102,6.46099290198365
103,6.46099290198365
104,6.46099290198365
105,6.46099290198365
106,6.46099290198365
107,6.46099290198365
108,6.46099290198365
109,6.46099290198365
110,6.46099290198365
111,6.46099290198365
112,6.46099290198365
113,6.46099290198365
114,6.46099290198365
115,6.46099290198365
116,6.46099290198365
117,6.46099290198365
118,6.46099290198365
119,6.46099290198365
120,6.46099290198365
121,6.46099290198365
122,6.46099290198365
123,6.46099290198365
124,6.46099290198365
125,6.46099290198365
126,6.46099290198365
127,6.46099290198365
128,6.46099290198365
129,6.46099290198365
130,6.46099290198365
131,6.46099290198365
132,6.46099290198365
133,6.46099290198365
134,6.46099290198365
135,6.46099290198365
136,6.46099290198365
137,6.46099290198365
138,6.46099290198365
139,6.46099290198365
140,6.46099290198365
141,6.46099290198365
